Column1,Column2
formulaire039-equation051,x ^ { 2 } y
MfrDB1669,1 2 3 4 + 5 6 7 8 > 9 0
formulaire011-equation043,\theta = \theta _ { 1 } \pm \theta _ { 2 }
2009213-139-72,\sqrt { 1 + \sqrt { 1 + \sqrt { 1 + \sqrt { x } } } }
formulaire006-equation016,x ^ { 2 } + x + 1 = 0
92_miguel,y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w }
KME2G3_5_sub_95,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
formulaire015-equation000,( ( 4 0 \times 1 0 2 ) \times 1 9 5 ) - ( 8 2 \times ( 1 4 2 \div 1 3 ) ) \leq 7 9 4 7 0 4
2009213-137-148,G
200923-131-269,\alpha
85_Frank,"( a \frac { 1 - t ^ { 2 } } { 1 + t ^ { 2 } } , \frac { 2 b t } { 1 + t ^ { 2 } } )"
2009213-137-236,0
formulaire017-equation014,x _ { 1 } = - \frac { b } { 2 a } + p
MfrDB2263,2 ^ { 2 } / 3
formulaire037-equation026,a _ { \gamma } b ^ { \gamma } = \sum _ { i = 1 } ^ { n } a _ { i } b ^ { i }
2009212-1031-42,b
formulaire027-equation009,"( p , p + 2 , p + 6 )"
MfrDB1812,\sqrt [ 5 ] { 5 5 }
formulaire021-equation009,"\frac { x - 1 0 } { 1 } = 0 , 7"
formulaire015-equation018,1 0 ^ { 5 8 }
200923-131-18,a ^ { x } + b ^ { x } + \frac { c } { 2 }
200923-1251-243,\sqrt { \sqrt { q } ^ { p } }
formulaire023-equation048,r = \sqrt { n }
200922-1017-142,s
200926-1617-194,\sum d
formulaire019-equation062,"p = d _ { i , j } ^ { ( n ) }"
116_leo,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
2009212-952-71,w q
200926-131-231,- N ^ { \sqrt { t } } v
formulaire019-equation039,q = a 1 + b i + c j + d k
200926-1617-214,o
formulaire005-equation067,x ( t ) = v _ { 0 } \cos \alpha t
MfrDB3063,"g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }"
200922-949-230,\sqrt { v }
91_user0,\sin \theta = \frac { y } { \sqrt { x ^ { 2 } + y ^ { 2 } } }
formulaire005-equation014,X \rightarrow p \rightarrow q
200923-1251-89,\cdots - \sqrt { n }
73_Nina,| \frac { a x _ { 0 } + b y _ { 0 } + c } { \sqrt { a ^ { 2 } + b ^ { 2 } } } |
formulaire009-equation025,3 4 \pm 8 9 \times 1 2 8
200923-1251-48,\sin ( \frac { \pi } { 3 } ) = \frac { 1 } { 2 }
formulaire029-equation014,v ( x ) = \infty
200923-1553-57,5 . 3
formulaire007-equation024,"r ( t ) = ( x ( t ) , y ( t ) )"
MfrDB1482,\int \limits _ { a } ^ { a } f ( x ) d x = 0
90_david,y = r \sin \theta
formulaire038-equation036,a _ { k } x ^ { k }
200922-1017-164,\frac { A } { v ^ { g } }
formulaire004-equation054,"1 s ^ { 2 } , 2 s ^ { 2 } , 2 p ^ { 6 } , 3 s ^ { 2 } , 3 p ^ { 2 }"
200923-1254-61,k ^ { 3 } + 1 4 k ^ { 2 } - 1 3 2 k + 1 7 8 9
formulaire023-equation003,Y = X + a
formulaire012-equation025,( ( 1 6 8 \times 7 3 ) - ( 1 8 9 \div 4 5 ) ) - 5 \neq - 7 9 2 2
MfrDB1862,\int \limits _ { 0 } ^ { + \infty } x ^ { n } e ^ { - x } d x = n !
200924-1331-146,k ( B )
formulaire023-equation059,x ^ { 5 } - 1 0 q ^ { 2 } x = p
formulaire021-equation017,"a _ { 0 } = 5 2 , 9 1 7 7 2 0 8 5 9 ( 3 6 )"
200923-131-311,s
MfrDB1831,( y ^ { 4 } - 1 ) / ( y ^ { 2 } - 1 )
formulaire003-equation066,f ( x ) = 7 x - 3
200926-131-84,\frac { x } { a + \frac { x } { b - \frac { x } { c } } }
MfrDB2434,v = v _ { 0 } t - g t ^ { 2 }
200922-1017-173,\gamma _ { c }
200926-131-75,C
2009210-947-38,\frac { 4 } { 3 } \pi r ^ { 3 }
formulaire029-equation003,b = 2 ^ { n }
MfrDB2335,E = E _ { k } + E _ { p }
2009210-947-61,k ^ { 3 } + 1 4 k ^ { 2 } - 1 3 2 k + 1 7 8 9
KME2G3_13_sub_95,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
200922-949-138,- L
formulaire019-equation038,3 0 X ^ { 3 } - X ^ { 2 } - 6 1 X + 1 2 = 0
formulaire020-equation072,m _ { 2 } = 1
76_rosario,a = b \cos C + c \cos B
95_alfonso,b = c \sin B = c \cos A
KME2G3_26_sub_81,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
KME2G3_19_sub_81,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
formulaire029-equation042,8 y ^ { 3 } - 4 p y ^ { 2 } - 8 r y + 4 r p - q ^ { 2 } = 0
MfrDB2017,\sin x + \sin y = 2 \sin ( \frac { x + y } { 2 } ) \cos ( \frac { x + y } { 2 } )
MfrDB2237,2 + 3 = 5
MfrDB0348,x = y ^ { 2 } + 5
formulaire018-equation025,1 4 6 \div ( 1 9 4 + 5 3 ) = 0 . 5 9
formulaire034-equation008,n ( n + 1 )
200923-131-83,- \sum \pi - k
200926-1617-225,I
2009213-137-138,P
formulaire015-equation007,\alpha _ { 1 1 }
200922-947-9,f
formulaire005-equation003,f = g
formulaire034-equation047,h _ { e } ( z ) = h _ { 0 } + h _ { 2 } z ^ { - 1 }
formulaire030-equation011,1 0 ^ { 3 }
200924-1331-200,6 \int N _ { u } d A
200924-1312-19,x ^ { 2 } + y ^ { 2 } = z ^ { 2 }
200924-1312-30,\frac { - b + \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
79_alfonso,p = \sqrt { a ^ { 2 } + b ^ { 2 } - 2 a b \cos A }
formulaire015-equation033,\frac { 2 5 } { 9 } = \frac { 1 } { 3 ^ { 2 } } + \frac { 2 } { 3 } + 2
200924-1331-14,a + \sqrt { \frac { b + c } { d + f } }
200924-1331-205,i
formulaire004-equation061,a x + b y + c z + d = 0
MfrDB0731,x ^ { 2 }
MfrDB2421,\int \cos t d t = \sin t
200925-1126-9,\int \sum p d b
formulaire011-equation046,y ( \alpha ) = \alpha \theta ( \alpha )
KME2G3_27_sub_65,[ \frac { 2 } { 3 } x ^ { \frac { 3 } { 2 } } ] _ { 0 } ^ { 1 }
2009213-137-201,\tan ^ { d } Y
formulaire018-equation058,2 ^ { 2 } + 1
200922-947-216,( 3 )
76_Nina,a = b \cos C + c \cos B
formulaire012-equation039,x _ { p } ^ { 1 }
formulaire039-equation068,\frac { b } { a }
200925-1126-4,- E - c ( x )
formulaire013-equation011,a \pm i b
MfrDB1239,\frac { 5 } { x + 1 } + \frac { 5 } { x ^ { 2 } + x }
200924-1312-285,[ B ( x ) ]
200923-1553-206,t E
formulaire036-equation007,q = a + b i + c j + d k
200925-1126-134,[ [ w ] ]
formulaire032-equation052,u _ { p } + u _ { n - p } = u _ { 0 } + u _ { n }
KME1G3_12_sub_21,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
formulaire001-equation059,h ( t ) = \frac { 1 } { \pi t }
126_Frank,| x - \frac { p _ { n } } { q _ { n } } | \leq \frac { 1 } { q _ { n } q _ { n + 1 } } < \frac { 1 } { q _ { n } ^ { 2 } }
MfrDB0404,4 A \times 8
130_leissi,\frac { 1 } { 4 } + ( \frac { 1 } { 4 } ) ^ { 2 } + ( \frac { 1 } { 4 } ) ^ { 3 } + \cdots = \frac { 1 } { 3 }
formulaire001-equation017,a _ { n + 1 } = o _ { n } + 2 a _ { n } = o _ { n + 1 } + a _ { n }
200923-1253-177,\int 9 d B
formulaire032-equation013,x _ { k + 1 } = x _ { k } + \alpha _ { k } s _ { k }
200923-1253-218,[ \sum j ]
200924-1312-59,5 6 . 5
200924-1312-257,\sin ^ { p } P
MfrDB1866,\int \limits _ { a } ^ { a } f ( x ) d x = 0
81_david,A _ { 2 k } = \frac { 2 R A _ { k } } { 2 R + \sqrt { 4 R ^ { 2 } + A ^ { 2 } _ { k } } }
formulaire021-equation057,i ( t )
200922-949-104,\frac { v + 1 } { - h }
KME2G3_20_sub_38,\frac { 2 } { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
KME2G3_8_sub_74,\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t
KME2G3_25_sub_95,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
200924-1312-275,1 . 7
MfrDB1979,\lim _ { n \rightarrow \infty } \frac { n ^ { 2 } + 3 n } { 2 n ^ { 2 } + 1 } = \frac { 1 } { 2 }
MfrDB2028,E = m c ^ { 2 }
200923-1254-337,( L - j )
2009210-947-58,8 - \cdots - ( E )
200923-1254-37,1 3 + \pi r ^ { 2 }
200924-1331-264,( \int g d y )
formulaire019-equation025,( 1 2 2 \div ( 1 9 7 + 9 4 ) ) + ( ( 1 2 6 \div 0 ) \times ( 1 7 9 - 9 7 ) ) \neq 2 1 4 7 4 8 3 6 4 7
200922-949-27,\sqrt { y + l }
200923-131-128,\sum [ h ]
129_silas,1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }
MfrDB3005,\sum _ { n = 1 } ^ { \infty } ( \frac { \sum _ { i = 1 } ^ { n } a _ { i } } { n } ) ^ { p } < ( \frac { p } { p - 1 } ) ^ { p } \sum _ { n = 1 } ^ { \infty } a _ { n } ^ { p }
200926-1617-110,n \leq T ^ { B + p }
98_herbert,\cos \alpha = \frac { a } { \sqrt { a ^ { 2 } + b ^ { 2 } + c ^ { 2 } } }
93_david,r ( r _ { 0 } \sin ( \theta - \theta _ { 0 } ) - r _ { 1 } \sin ( \theta - \theta _ { 1 } ) ) = r _ { 0 } r _ { 1 } \sin ( \theta _ { 1 } - \theta _ { 0 } )
MfrDB2894,\lim _ { n \rightarrow \infty } \frac { n ! } { \sqrt { 2 \pi n } ( \frac { n } { e } ) } = 1
MfrDB1805,x ^ { y } - y ^ { x }
81_Frank,A _ { 2 k } = \frac { 2 R A _ { k } } { 2 R + \sqrt { 4 R ^ { 2 } + A ^ { 2 } _ { k } } }
formulaire026-equation057,"\theta _ { x } , \theta _ { y } , \theta _ { z }"
MfrDB2182,2 + 2
formulaire039-equation017,"\beta ( t , \beta ( s , x ) ) = \beta ( t + s , x )"
2009220-1327-65,b c
200922-949-152,o ^ { \sum A }
200924-1312-95,\sin a _ { S }
formulaire004-equation043,y = z x
200923-1556-101,[ \sigma ^ { \gamma } ]
200924-1312-79,\frac { \frac { \frac { x _ { 4 } } { x _ { 3 } } } { x _ { 2 } } } { x _ { 1 } }
KME2G3_6_sub_81,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
200924-1331-275,j _ { m }
2009213-137-69,6
200923-1553-80,\log Y
105_Frank,\frac { b ^ { 2 } c ^ { 2 } - 4 b ^ { 3 } d - 4 a c ^ { 3 } + 1 8 a b c d - 2 7 a ^ { 2 } d ^ { 2 } } { a ^ { 4 } }
MfrDB2029,v = \frac { d s } { d t }
formulaire028-equation018,y _ { i } = 0
formulaire011-equation021,k = - 1
formulaire014-equation049,( 1 - u )
117_alfonso,y ^ { 2 } \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
formulaire022-equation017,n = \sum _ { i = 1 } ^ { h } d _ { i } ^ { 2 }
MfrDB1541,V = a \cdot b \cdot c
MfrDB1786,x ^ { y } - y ^ { x }
2009213-137-196,\sum _ { E \geq c } p + R
200924-1331-118,e ^ { q }
200924-1312-214,d ^ { \cdots + A }
MfrDB2154,"g ( 2 , 3 , 4 ) = 3 4 ^ { - 3 }"
formulaire011-equation004,"f ( 0 , y )"
formulaire013-equation018,f _ { n + 1 }
formulaire002-equation018,\sin ( n x )
200923-1253-275,\sum _ { u \geq c } G
200923-1251-155,i _ { \mu }
MfrDB1706,\int \limits _ { 0 } ^ { \infty } \frac { \sin ^ { 2 } x } { x ^ { 2 } } d x = \frac { \pi } { 2 }
108_leo,a ^ { x } a ^ { y } = a ^ { x + y }
MfrDB2370,\sqrt { x ^ { 2 } } = | x |
formulaire009-equation072,\frac { 2 - p } { \sqrt { r q } }
200923-1254-265,5
200923-1254-226,T ^ { C } s
200924-1331-36,1 + \frac { \sqrt { a ^ { 2 } + 1 + b } } { 3 }
MfrDB0099,y ^ { 2 } = x ^ { 3 } + x + 1
200923-1556-143,f + V
MfrDB2522,\int \cos t d t = \sin t
2009210-947-131,S i A _ { \sigma }
formulaire021-equation056,d _ { x _ { i } }
200923-131-211,( b )
MfrDB2371,\sqrt { x y z } = \sqrt { x } \sqrt { y } \sqrt { z }
MfrDB1367,1 + 1
formulaire016-equation061,\alpha b + \beta = 0
MfrDB1634,f ( x ) = ( x - 1 ) ^ { p } \cdot x
formulaire011-equation072,f ( s ) = \sum _ { n = 0 } ^ { \infty } \frac { a ( n ) } { n ^ { s } }
formulaire010-equation052,h ( t )
200925-1126-131,\sqrt { b + f }
200924-1312-174,n
KME2G3_7_sub_74,\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t
formulaire019-equation048,\gamma _ { 1 4 }
2009212-952-13,\sqrt { 1 + \sqrt { 1 + z ^ { 2 } } }
2009210-947-3,V j
formulaire016-equation018,1 0 a _ { 5 } a _ { 2 } - 2 a _ { 4 } a _ { 3 } = 0
KME2G3_27_sub_95,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
formulaire006-equation072,\phi = \frac { \pi } { 2 p }
200923-1553-85,\log \Delta
formulaire039-equation011,a y + b x = c
formulaire023-equation002,"( i , j )"
MfrDB1279,t = \frac { t _ { 0 } } { \sqrt { 1 - \frac { v ^ { 2 } } { c ^ { 2 } } } }
formulaire014-equation039,b i + c j + d k
93_carlos,r ( r _ { 0 } \sin ( \theta - \theta _ { 0 } ) - r _ { 1 } \sin ( \theta - \theta _ { 1 } ) ) = r _ { 0 } r _ { 1 } \sin ( \theta _ { 1 } - \theta _ { 0 } )
200923-1251-30,\frac { - b + \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
2009210-947-161,u _ { A }
MfrDB2383,\frac { a _ { 1 } + a _ { 2 } + a ^ { 3 } } { 1 - x }
200923-1253-163,\sqrt { N } ^ { f }
98_leo,\cos \alpha = \frac { a } { \sqrt { a ^ { 2 } + b ^ { 2 } + c ^ { 2 } } }
formulaire021-equation041,r = r ( \theta )
200924-1331-199,\sqrt { A _ { z } 6 . 5 }
KME2G3_0_sub_38,\frac { 2 } { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
200926-131-104,0 . 5
200923-1254-376,6 . 7
200926-1617-185,\sqrt { B }
formulaire027-equation052,1 0 ^ { - 1 5 } m
formulaire020-equation038,i = i + 1
200923-1553-168,L f d _ { e }
200922-1017-42,\frac { 1 } { 3 } \pi r ^ { 2 } h
200923-131-224,( E )
200924-1331-24,\int e ^ { - z ^ { 2 } } d z = e r f ( z )
MfrDB2992,| \int \limits _ { a } ^ { b } f ( x ) d x | \leq \int \limits _ { a } ^ { b } | f ( x ) | d x
200922-947-164,8 2 . 8
80_jorge,\frac { 1 } { r ^ { 2 } } = \frac { 1 } { ( R - m ) ^ { 2 } } + \frac { 1 } { ( R + m ) ^ { 2 } }
107_rosario,a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )
formulaire009-equation030,1 9 7 + 1 4 3 \geq 3 3 9
2009212-952-60,\frac { \beta + \gamma } { \theta }
200926-1550-26,a + \frac { \sqrt { b + c } } { 2 }
formulaire031-equation071,\frac { 2 } { b } = \frac { 1 } { c } + \frac { 1 } { d }
MfrDB1968,E _ { k } = \frac { 1 } { 2 } m _ { 1 } v _ { 1 } ^ { 2 } + \frac { 1 } { 2 } m _ { 2 } v _ { 2 } ^ { 2 }
200926-131-63,p _ { v }
200924-1312-64,8 . 5
2009212-1031-30,[ s ]
KME2G3_8_sub_35,\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
2009213-137-77,g \geq \frac { b } { \sum p }
2009210-947-236,\frac { s } { \int 9 d N }
200923-1251-81,2 . 8
MfrDB1251,6 ^ { 6 } \cdot 6 ^ { 2 } = ( 6 ^ { x } ) ^ { 4 }
formulaire022-equation001,\gamma ^ { - 1 }
2009220-1327-95,- \sum g
200922-947-85,\sqrt { \frac { 2 z ^ { 3 } } { \sqrt { \frac { 3 z ^ { 2 } } { \sqrt { 4 z } } } } }
formulaire020-equation043,x ^ { 7 } + 7 x ^ { 6 } d X + 2 1 x ^ { 5 } d X ^ { 2 } + 3 5 x ^ { 4 } d X ^ { 3 }
KME2G3_28_sub_81,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
formulaire011-equation026,\phi ( s )
MfrDB2118,\int \cos t d t = \sin t
107_leissi,a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )
KME2G3_15_sub_22,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
MfrDB2984,\lim _ { n \rightarrow \infty } \frac { 1 } { n ^ { p } } = 0
200923-1553-126,M H
formulaire003-equation072,X ^ { m a x }
formulaire027-equation045,1 6 0 / ( 1 5 0 \times 1 5 7 ) = 0 . 0 1
200926-1550-63,L + V
MfrDB2477,1 + 2
200923-1553-254,- \sum I + H ^ { u }
formulaire037-equation073,X ^ { 4 } - 1 = ( X + i ) ( X - i ) ( X - 1 ) ( X + 1 )
MfrDB2818,\cos ( x + 2 )
MfrDB0972,2 \times 2
MfrDB3080,x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L }
formulaire019-equation010,1 4 5 \times ( ( 9 8 \times 5 4 ) + 1 9 8 ) \geq 7 9 6 0 4 9
2009213-137-161,\sum o
101_leo,S = ( \sum _ { i = 1 } ^ { n } \theta _ { i } - ( n - 2 ) \pi ) r ^ { 2 }
formulaire036-equation070,1 3 4 + ( 6 1 \times 6 6 ) \geq 4 1 5 9
MfrDB0382,1 + 2
formulaire004-equation055,( 1 5 9 - 1 6 2 - 5 2 ) + ( ( 1 2 8 / 1 6 9 ) - ( 1 4 \times 1 3 ) ) = - 1 3 2 . 2 4
2009213-139-69,\sum m
2009212-952-18,a ^ { x } + b ^ { x } + \frac { c } { 2 }
200926-1617-63,q ( H ) ^ { \cdots + A }
formulaire015-equation050,4 6 \pm 1 7 1 + 1 9 0
129_jorge,1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }
79_david,p = \sqrt { a ^ { 2 } + b ^ { 2 } - 2 a b \cos A }
MfrDB2906,\cos ^ { 3 } y = \frac { 1 } { 4 } ( \cos 3 y + 3 \cos y )
MfrDB1709,\int \limits _ { a } ^ { b } f ( x ) d x = F ( b ) - F ( a )
81_herbert,A _ { 2 k } = \frac { 2 R A _ { k } } { 2 R + \sqrt { 4 R ^ { 2 } + A ^ { 2 } _ { k } } }
2009220-1327-4,\sqrt { X } ^ { 8 }
MfrDB1463,S _ { n } = \sum _ { k = 1 } ^ { n } a _ { k }
formulaire035-equation023,f ( z ) ^ { 2 } = z
formulaire020-equation040,1 4 4 \div ( 6 \times 1 2 4 ) \geq 0
2009213-137-118,z B _ { B }
200923-1553-131,8 + R
200922-947-14,a + \sqrt { \frac { b + c } { d + f } }
79_user0,p = \sqrt { a ^ { 2 } + b ^ { 2 } - 2 a b \cos A }
2009213-137-180,\sqrt { j } ^ { \cdots - 3 }
formulaire005-equation066,\frac { a ^ { 2 } } { b ^ { 2 } } = a ^ { k }
formulaire019-equation061,X ^ { 4 } - 1
200924-1312-144,\frac { n } { \sqrt { Y } }
98_alfonso,\cos \alpha = \frac { a } { \sqrt { a ^ { 2 } + b ^ { 2 } + c ^ { 2 } } }
200922-947-160,2 8 . 9 4 \pi
200924-1312-18,a ^ { x } + b ^ { x } + \frac { c } { 2 }
200923-131-310,M
200923-1251-69,3 . 6 \sum t + P - A
200923-1253-272,Y
200923-1556-104,[ N ] ^ { C - l }
200923-1254-14,a + \sqrt { \frac { b + c } { d + f } }
formulaire008-equation041,1 0 ^ { - 1 2 }
formulaire037-equation057,u = 1 - x ^ { 2 }
200923-1251-83,v
formulaire035-equation048,( 2 n - 1 ) ^ { 2 }
MfrDB1290,\lim _ { n \rightarrow \infty } n ^ { \frac { 1 } { n } } = 1
2009213-139-37,1 3 + \pi r ^ { 2 }
formulaire038-equation033,X _ { k \times 1 }
73_maira,| \frac { a x _ { 0 } + b y _ { 0 } + c } { \sqrt { a ^ { 2 } + b ^ { 2 } } } |
formulaire025-equation064,\frac { d ^ { 2 } r } { d t ^ { 2 } } = - \alpha \frac { r } { r ^ { 3 } }
formulaire005-equation064,"x _ { 1 } , x _ { 2 } , \ldots , x _ { n }"
formulaire027-equation029,s ( t )
formulaire015-equation003,k = 4 5 9
MfrDB1675,( 1 2 - x ) ^ { 2 }
MfrDB2225,2 + 3 = 5
129_miguel,1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }
200922-949-61,k ^ { 3 } + 1 4 k ^ { 2 } - 1 3 2 k + 1 7 8 9
formulaire003-equation058,2 ^ { 5 0 }
formulaire032-equation015,( ( 1 9 8 / 1 5 9 ) + ( 1 6 3 / 1 3 5 ) ) - ( ( 1 3 5 \times 1 0 7 ) / ( 1 5 4 / 1 6 ) ) \leq - 1 4 9 7
MfrDB0331,4 + 4 = 8
formulaire038-equation066,x _ { n } = \frac { n ^ { 2 } } { n + 1 }
MfrDB0008,\sqrt { \frac { \sum _ { i = 1 } ^ { n } x _ { i } ^ { 2 } } { n } } \geq \frac { \sum _ { i = 1 } ^ { n } x _ { i } } { n }
formulaire002-equation025,( ( 8 4 / 1 1 3 ) / 5 1 ) - 1 1 9 = - 1 1 8 . 9 9
2009212-952-104,t
MfrDB0603,2 + 2
200923-131-74,X
116_david,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
200922-1017-132,H _ { r }
formulaire033-equation029,m c ^ { 2 }
formulaire003-equation057,m _ { 1 } = 1
MfrDB0544,x ^ { 2 }
formulaire037-equation021,x ^ { 2 } + y ^ { 2 } = 1
200922-949-254,\int \sigma d g
200922-949-240,\sqrt { - m + t }
MfrDB0402,\frac { 1 5 } { 4 }
2009213-137-20,\frac { \sin ( x ) } { \cos ( x ) } = \tan ( x )
formulaire024-equation052,"f ( x , \theta _ { k } )"
formulaire036-equation046,x = z \sqrt { b }
formulaire030-equation067,\frac { d z } { d t } = b + z ( x - c )
131_mijail,f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 }
formulaire008-equation036,f ( x _ { 0 } ) = a _ { 0 }
200923-1254-160,( t _ { G } )
200922-1017-82,8 . 1 h l
formulaire010-equation065,2 4 - 1 5 1 = - 1 2 7
116_carlos,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
formulaire002-equation001,\gamma = 1 + \frac { 1 } { n }
formulaire029-equation001,- \sin x
MfrDB0532,x = 5 + 1
formulaire039-equation037,r _ { k } = t _ { k } + \frac { q } { 2 }
formulaire024-equation046,x = \frac { c } { d }
MfrDB1316,A ( x ) = \frac { 1 } { x } + \frac { 1 } { x ^ { 2 } } + B ( x )
200924-1331-195,\frac { p - e + k } { ( \sigma ) }
200923-1253-133,\frac { 2 - L } { - r + \frac { a } { R } }
200924-1312-181,6 . 7
98_fujita,\cos \alpha = \frac { a } { \sqrt { a ^ { 2 } + b ^ { 2 } + c ^ { 2 } } }
96_leissi,y = a S ( t ) = a \int _ { 0 } ^ { t } \sin ( \frac { 1 } { 2 } \pi s ^ { 2 } ) d s
MfrDB2104,\sqrt [ 3 ] { \frac { z ^ { 3 } + 2 } { \sqrt { z } + 1 } }
formulaire021-equation033,\frac { 6 } { 5 } X = 2 1
76_leo,a = b \cos C + c \cos B
200922-947-108,- t
2009213-137-188,a
formulaire033-equation046,x ^ { 2 } - \beta _ { g } x + \gamma _ { g }
KME2G3_12_sub_26,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
MfrDB1682,5 0 ! \cdot n = 4 8 !
formulaire035-equation067,\cos ( 2 t )
2009220-1327-104,\sqrt { X }
MfrDB0525,4 + 3
2009212-1031-60,\Delta _ { v }
formulaire015-equation071,X = Y + 1
MfrDB2278,x ^ { y } - y ^ { x }
2009212-952-11,6
MfrDB1272,\int \cos t d t = \sin t
200923-1553-14,a + \sqrt { \frac { b + c } { d + f } }
93_miguel,r ( r _ { 0 } \sin ( \theta - \theta _ { 0 } ) - r _ { 1 } \sin ( \theta - \theta _ { 1 } ) ) = r _ { 0 } r _ { 1 } \sin ( \theta _ { 1 } - \theta _ { 0 } )
formulaire025-equation055,( 1 2 4 + 1 0 3 ) / ( ( 1 8 9 / 7 8 ) - 1 2 5 ) \leq - 1
KME2G3_29_sub_26,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
formulaire037-equation016,x _ { 2 } ( y )
MfrDB2420,\int \limits _ { 0 } ^ { + \infty } x ^ { n } e ^ { - x } d x = n !
200923-1251-185,d ( A )
108_user0,a ^ { x } a ^ { y } = a ^ { x + y }
200923-1251-88,B ^ { V }
formulaire029-equation035,7 5 - 3 5 - 8 6 + 9 6 \geq 2 2 1
MfrDB2999,\lim _ { n \rightarrow \infty } ( x _ { n } / y _ { n } ) = L _ { 1 } / L _ { 2 }
200924-1312-49,\cos ( 0 ) = 1
200924-1312-289,6
200926-1617-130,( i )
200926-1550-119,[ x _ { i } ]
2009212-1031-80,[ e ^ { m } ]
MfrDB1449,( y ^ { 4 } - 1 ) / ( y ^ { 2 } - 1 )
2009213-139-71,f ^ { k } ( w )
200922-1017-177,\sum T
200926-131-42,\frac { 1 } { 3 } \pi r ^ { 2 } h
MfrDB2080,V = a \cdot b \cdot c
200922-1017-157,- ( S )
formulaire006-equation054,t _ { i j }
formulaire027-equation069,0 \leq p \leq 1
73_caue,| \frac { a x _ { 0 } + b y _ { 0 } + c } { \sqrt { a ^ { 2 } + b ^ { 2 } } } |
MfrDB2014,| a + i b | = \sqrt { x ^ { 2 } + y ^ { 2 } }
79_leissi,p = \sqrt { a ^ { 2 } + b ^ { 2 } - 2 a b \cos A }
200924-1312-222,\frac { f } { ( d ) }
200923-1556-39,[ ( e ) ] ^ { k }
200922-1017-26,a + \frac { \sqrt { b + c } } { 2 }
formulaire010-equation026,d _ { f r }
formulaire039-equation070,9 4 \times ( 1 1 / 1 4 6 ) = 7 . 0 8
2009213-137-149,z
formulaire007-equation033,c _ { 1 } = a _ { 1 1 }
formulaire013-equation029,p = \frac { 1 } { n }
formulaire012-equation034,s = b _ { k } - \frac { b _ { k } - b _ { k - 1 } } { f ( b _ { k } ) - f ( b _ { k - 1 } ) } f ( b _ { k } )
MfrDB2827,f ( x ) \cdot h ( x ) = ( x + 1 ) ( 2 x - 3 )
200922-1017-87,[ z X ]
200926-1550-65,\sum q
200923-1254-214,j
MfrDB0556,\sqrt { 2 }
200922-1017-61,k ^ { 3 } + 1 4 k ^ { 2 } - 1 3 2 k + 1 7 8 9
2009212-952-32,a x ^ { 4 } + b x + c = 0
200924-1331-175,\sum \sqrt { x }
formulaire023-equation056,n ( n + 1 + \alpha + \beta )
200923-1553-259,Y _ { d }
formulaire011-equation017,h _ { 2 } = \frac { f _ { 2 } } { f }
formulaire009-equation058,\phi _ { a } ( y ) = 1
formulaire033-equation031,y ^ { - 1 }
